0deg,15deg,30deg,45deg,60deg,75deg,88deg,90deg,92deg,105deg,120deg,135deg,150deg,165deg,180deg,270deg
1996.3047623367024,1994.0714379170508,1997.168983071866,2002.5294217119633,2092.786613681008,2092.0150485636495,2076.3895989859284,2086.564910851276,2080.5594644888984,2065.689254180279,2064.552098254673,2055.173625737696,2068.984862302733,2080.300126779638,2083.216809256375,2088.1209912348577
1996.2544168333077,1993.2340783190702,1996.6752043909296,2001.523026659113,2091.809622081478,2091.394989889274,2076.2599310048668,2087.6602073015365,2080.8960205133058,2066.2570069004305,2064.556937416827,2055.0563310031002,2069.6452801813157,2079.881738748629,2082.9104360593765,2088.6675465284934
1995.669354644473,1992.9087498872864,1996.0839062385617,2000.7988059894465,2091.5403990899486,2090.2046976490883,2076.1028872133566,2086.790496101007,2080.661016293757,2065.792468600447,2064.6398670693834,2055.5840490175547,2069.182674117955,2080.5085033072337,2082.6093915024558,2088.31096827125
1994.8912069804182,1991.9778727817538,1995.2871042077036,1999.626353440299,2091.623975931323,2090.022988498533,2074.8539573285325,2087.4946397909653,2080.6927682262167,2066.317298810852,2063.889762400606,2055.636313738653,2069.1909392879106,2079.4741811609706,2083.1300483363293,2089.080803804967
1994.3056970634957,1991.4229307612509,1994.7273190500064,1998.6376191499085,2091.166635919674,2088.35476080416,2074.197356715822,2086.1064922453124,2079.8419178361396,2066.2624557213076,2063.294500852099,2055.9287860549066,2069.151652334326,2079.50556552722,2083.146948408362,2088.564713370751
1993.974399432155,1990.696493523486,1994.2468177570795,1998.0537352943015,2090.729259493025,2085.9474425030094,2073.443911815184,2085.9882344425705,2078.6741815249916,2066.309831480038,2062.6576919059053,2056.722890367642,2068.9279127386426,2079.0472259589246,2083.095313436063,2087.8549540270424
1993.5472791869965,1990.539531360347,1993.8794641976838,1997.5339585129664,2090.155052536158,2084.3427202577623,2072.029902889716,2084.159002239833,2077.460427191859,2066.307475036989,2063.3780630631836,2057.37674552485,2069.073769998508,2078.7191438163954,2082.593940468354,2086.306743636191
1992.8905579916375,1990.2583280161623,1993.6301311491732,1996.7610426757346,2089.3520200879425,2081.9438156210326,2070.5521793452153,2081.8317482383372,2075.7889654400074,2065.820145265695,2062.6494720362803,2057.237212463394,2068.798042576902,2079.305475700946,2080.7347802666254,2084.1268726293893
1992.3944565982006,1989.5811060571496,1993.0518416919567,1996.7456937504612,2088.700543448489,2081.7295204352404,2067.8587705247455,2080.1505384068805,2073.847103080768,2065.6813508799264,2062.252077772836,2057.391759997977,2069.4195445505566,2078.885818016567,2079.847204354887,2081.1757344952057
1992.6294752101662,1989.1463934816168,1992.4333163121828,1995.9979220789285,2087.6782057987366,2080.2402472333542,2065.004506891631,2076.614804539142,2071.5072868989355,2064.1973315395644,2061.842214814572,2057.4820716315503,2069.79159461695,2079.327001161002,2080.1211574099016,2078.493309669472
1992.4396426503306,1988.5896749637398,1991.7485328056973,1995.3169661080542,2087.0888196463966,2079.777318993445,2061.3481754579843,2073.6575051802015,2068.9292994160205,2063.603431181308,2061.0881073828796,2057.3285239024635,2069.6633808982656,2079.577028922771,2079.521807993992,2074.964631374109
1991.942011896116,1987.6817512959665,1990.8838789149268,1995.1193309282335,2086.61176994574,2079.002314216452,2057.682040247575,2069.815215685526,2065.783441151918,2061.2821322376,2060.843617234762,2057.074243279445,2069.968092694901,2079.869217531049,2078.490978001893,2071.246150699412
1991.7736755854694,1986.7465647270537,1990.2496910133132,1994.786019547295,2086.491028689309,2078.4324021506504,2052.7926856954173,2063.445345507991,2061.822507737261,2059.193827756606,2060.6047748421706,2057.716147655448,2069.627585554479,2080.050395125205,2077.65883279193,2067.049658995178
1991.0016618897537,1986.0223558251373,1989.6480764450585,1994.7286874504375,2086.007333068977,2078.516645816886,2047.9961923838646,2057.1977180550602,2057.715180070043,2056.667684026469,2059.754113071804,2057.471383142688,2069.4953700195947,2080.7680256753224,2077.8612927833547,2062.7761558956745
1990.6004195617336,1984.94262716504,1989.0939976723785,1994.9312788045718,2085.746002892337,2078.60390936106,2042.780489604341,2049.5636879573976,2053.083743156474,2054.9408944897905,2059.1453877232316,2057.0655507418246,2069.2492312692966,2081.0219942407675,2077.808622572547,2058.1619384171654
1990.096284825794,1985.011976822618,1988.9068548710684,1995.633542294798,2086.799874038611,2079.054705169724,2037.7584851247539,2040.8301536872295,2047.68125792594,2052.4945024652184,2058.2329256673356,2056.776345059746,2069.393250138822,2081.388752000482,2078.0547640405575,2053.357259167048
1989.3734042277893,1984.336117181409,1988.5468532726509,1996.5080277085813,2087.6381437417895,2079.024976904946,2032.3506699505135,2035.424545310028,2042.671950422227,2049.59084922728,2056.6008464908577,2055.444839312414,2069.246607538439,2082.112603088741,2078.139192983056,2048.805404200264
1988.927100637938,1984.2477631997199,1988.166123370931,1999.1431029533796,2087.0538170777227,2079.8702342484594,2026.9042907590676,2026.3098097584184,2037.7903801236616,2045.6173051949172,2055.3571884812895,2054.886278341479,2069.4781601354543,2082.0802760450647,2077.6724832119744,2043.3968495956826
1989.5414256938827,1984.9944269410094,1989.3798494947644,2002.3390004548373,2087.076321931992,2079.963088774887,2020.7219503878114,2018.6644912931506,2032.600892284699,2042.7223685875142,2053.0022064964396,2053.1360101128316,2068.8732859023457,2081.0986948803416,2075.498204616115,2037.5761941021974
1991.9719566037807,1987.596122568637,1992.3022132268452,2008.8855461273688,2086.092963577569,2079.6519207696624,2015.0836605652594,2009.5558146004,2026.4050554489063,2039.3937181574934,2051.224687955404,2052.195690297476,2069.517355803886,2080.0204559563226,2071.733892435177,2031.6413668466653
1996.9267671513503,1992.7269366705314,1997.0807731752334,2017.4792179830768,2084.97062276259,2080.2887933759885,2008.3031223555818,2002.5067085009248,2020.8456346279556,2037.2354083356606,2049.0175841229448,2049.7908136963274,2066.081987248756,2077.333201014067,2064.740824946659,2025.3539730257953
2004.9001837318594,2000.056193246788,2004.5593533077722,2064.9916547802404,2081.087957654691,2081.053729156227,2001.7779884307993,1994.9797685496164,2015.8852459039203,2034.4746161356081,2046.7293357979088,2047.9978012690472,2062.7191768123307,2072.727572087075,2024.4896696262379,2019.1771496375063
2062.62344454819,2056.3449022587643,2057.640159250087,2072.2539029221816,2075.289666389457,2080.946727635328,1996.1434317435742,1990.454986778303,2011.6738185442432,2033.8436634397467,2045.338733183347,2038.7154408462861,2040.2016686522607,2040.2139102153,2018.724080421764,2013.4108757908452
2071.4622856021715,2065.4820873039534,2065.864807699002,2077.236538186272,2066.3145741314456,2080.828104486707,1992.9232692473424,1985.960151341339,2009.5102711626862,2051.520334343204,2050.1220252507105,2035.8995051049124,2036.1116739682386,2035.811518564853,2016.5530745501646,2008.6092072864585
2077.1259496573707,2071.70547325593,2072.2995924814213,2079.926400111395,2004.4246539015107,2078.78871045115,1991.448173559053,1986.2699954892441,2009.7237164546325,2053.780953018425,2049.3006866238097,2033.745664887749,2033.2811368155208,2032.0086950484974,2015.379635700861,2005.4214574647383
2080.377770007976,2075.0522479003,2076.520737274401,2081.4938916926867,1993.6417650674302,2075.7245890536674,1993.3241138147105,2025.201734572583,2050.3723359560377,2054.5109373242967,2048.2855582279017,2030.8565185205457,2030.4281894337814,2030.4813483782882,2015.6280111433246,2003.606623787689
2081.546538883813,2077.1180731560107,2078.7881027268563,2082.083580286848,1985.9819944624742,2067.7238439057,2042.553782012346,2029.4340114002093,2054.530354675928,2054.2337924976005,2046.8749742816963,2029.1121947037805,2029.7273104291291,2029.4324597630064,2016.4493546779806,2025.7552075855856
2081.763682136937,2078.227203172627,2079.8441840117544,2083.2228694995615,1980.871286520216,2056.482387230436,2047.7906966741843,2030.315388654497,2057.69031624764,2052.849498721559,2045.2463721424615,2027.4088738523324,2029.0765071111234,2028.1063856452226,2017.4847696802863,2026.8734821045907
2081.31375119846,2079.357349247498,2080.667175161585,2083.7961042189763,1978.3557793977095,1990.4922874422032,2050.7325553157652,2027.9681452145383,2058.210228536006,2050.9671691230997,2043.6352543172206,2025.337790133167,2028.8260183547577,2027.8069379923218,2018.3180586787112,2026.808704938142
2081.4869244137103,2079.8410644186556,2080.7410643620706,2084.599625355475,1977.5027250608823,1979.771309429545,2051.219055688299,2025.0574924090438,2057.0232582922836,2049.381780351142,2042.7971483022266,2023.3636400421349,2027.90032448869,2028.7480976904744,2019.1380399625234,2026.0808288902276
2080.993340239258,2079.9509391753636,2080.8253793336103,2085.1494776288155,1977.270084594179,1971.4374913507875,2049.626783354588,2023.2585947809957,2055.042604373897,2047.4144105988985,2040.8607277944936,2021.8730985571883,2026.8620023937417,2028.0357750081798,2019.9192713522461,2024.331369628453
2080.872974884326,2080.33780575976,2080.8773584147966,2085.0612966254776,1977.1152879075905,1967.3919249828507,2047.8491193391583,2019.9763041206638,2052.8186928928135,2045.6354225500672,2039.6268237312552,2021.2122233298303,2026.6068095305511,2028.0022074063802,2019.8544311490014,2021.8599889583074
2081.170771606612,2080.783646701661,2081.3900410944625,2085.4369305578293,1977.3846192968645,1965.0375319492723,2044.681068473386,2018.0563003086722,2049.798537227779,2044.053973209884,2038.4109393785698,2019.3197815983967,2025.7492027353055,2028.5452503980532,2020.9406417890307,2019.0731809826789
2080.7053564606676,2080.9442696772203,2081.856387299337,2085.9096884590167,1977.9156851141822,1964.4381455226817,2040.9008048998112,2013.960040774126,2046.4425889867657,2042.6096291577282,2037.331334342888,2018.3792427297492,2025.3981751209226,2028.0946866830816,2021.9907083929913,2016.6314591066757
2080.69330335666,2082.234737533562,2082.118257167427,2086.3528774281676,1978.8801005327723,1965.382722824738,2037.2839197545663,2011.1069644494712,2043.0658044133254,2040.7604725986628,2036.525718673393,2017.2115776576643,2025.9929996502797,2028.115632088638,2022.7819756951471,2013.022856142783
2080.9784961087,2082.979794170033,2082.5961569993588,2086.387058906317,1979.521864010187,1966.8638747516854,2033.072385094655,2006.9691269917664,2039.9291214827663,2039.0891808095594,2036.0663176521957,2015.5545209659988,2026.1266340131303,2028.7929455214144,2023.6363734295746,2009.6232088289526
2081.006207312674,2083.2549614895847,2083.6660925570254,2087.0203311293244,1980.293261130671,1968.976301715817,2029.170446120728,2003.6582515971138,2036.6761005400565,2037.7529573925262,2035.2194173402502,2014.722302570991,2025.79038655026,2029.10152136752,2024.4492879131724,2005.6509400110276
2081.0501620230602,2083.498374040682,2084.3161880448015,2087.497180208198,1981.7564349254253,1971.9090374367875,2025.4298007198772,1999.712854264621,2034.0743221461157,2036.6156189257686,2034.108116708147,2013.0964965582666,2026.0135751087885,2028.3959306224042,2024.9341835567786,2000.8699331393395
2080.384770142312,2084.067805613795,2084.136358223151,2087.9564347859996,1982.7551230775612,1974.635645411711,2022.0030714593877,1997.4517931503624,2031.3944165352086,2035.3761062868894,2032.609121989939,2011.7216502942954,2025.697399732914,2028.5774174281912,2025.5208384218731,1999.0058797841705
2080.3738601105147,2084.2270415957573,2085.110834709492,2088.118173232472,1983.6541344192692,1977.6883693906773,2019.2024859588792,1994.077069758172,2028.558012125467,2033.803731115749,2031.795614702697,2011.7037324046555,2025.7540012249856,2027.6799703024876,2026.1105302913988,1996.8127811622157
2079.7679287232427,2084.30993988279,2084.824133918557,2088.251236007841,1984.9943422378424,1980.6840277120443,2015.6377832602243,1992.0276916443486,2026.0255219276964,2031.8913705431642,2030.1959056332444,2010.3868660276362,2025.7664638306767,2027.7731371412365,2027.0123499132262,1992.9569747602359
2079.629671135831,2084.407004200403,2085.029278310901,2088.5277438844996,1986.2180235773994,1983.0091987386954,2013.025531088064,1989.9521790799095,2023.49405085417,2030.1990108094683,2029.1369365933651,2009.8260171394265,2025.8456003957697,2028.0621944519944,2026.9096371760613,1991.6607665074093
2079.323832413468,2084.5407700318283,2085.2634434004067,2088.5703405750905,1987.362580404235,1984.689341718921,2011.0973427305594,1987.5954073066073,2020.7495249106355,2029.253743306373,2028.753623953366,2009.5654603256298,2025.7547232189233,2027.5273430246343,2027.7237949436983,1991.1834564806004
2079.2986484338876,2084.2790859558136,2085.011435363538,2088.617664867584,1988.5261718392194,1986.4469591294257,2009.4944309954024,1986.337505443696,2018.6008258151414,2028.423107504573,2028.1343193556495,2008.975097688074,2025.6294626941622,2027.3457904838392,2028.1048265777943,1989.6007625043726
2079.3905144331557,2084.5280287615706,2085.2664711160423,2088.4258098048394,1990.1620592282704,1988.866632884114,2008.366607805785,1985.847356968371,2016.9118916029315,2028.0115820102988,2027.7679590065768,2009.141737052892,2026.2305506109446,2027.0867381767405,2028.7916057785499,1988.24899474279
2079.514501571369,2084.7595743690845,2085.765282725757,2088.3223125827385,1991.3869321982093,1990.5812625148574,2007.2396999248376,1984.5184415052508,2015.0886503794673,2027.7021751155182,2026.4905509442888,2007.8613423340398,2025.9248251738468,2026.682201365368,2029.0296913315267,1986.809023688867
2079.472785818209,2084.685018192707,2085.7180461932126,2088.078395558854,1992.74376120763,1992.0425295803793,2006.3066942263167,1982.2587553772069,2013.557946694611,2026.9628442308008,2026.124176219494,2007.5857502210074,2025.6699072202,2026.2107597003032,2028.6628320618465,1984.3224269646144
2079.2955791715885,2085.176274998009,2085.6347290370522,2088.6552403690002,1994.4070457406917,1993.0343138620947,2005.8556065690482,1981.3178442408735,2012.1969206046638,2026.5139976828373,2026.2250538103463,2007.317497170847,2025.4828241883715,2026.4958308415116,2028.3501397710315,1982.2718874641166
2079.7121233554394,2085.723372389035,2086.260084700358,2088.999722360978,1994.54278130883,1993.9790414219242,2004.8875687512427,1981.190705805469,2010.8614993762183,2026.5476529314656,2026.072843380694,2007.611350665057,2025.284729241992,2025.724143072437,2028.9464864934193,1981.850567987803
2079.430664660736,2085.956069736908,2085.896999810442,2089.684307329222,1995.1695547457325,1994.6029383560758,2004.436104183152,1980.8000195988066,2009.738013450757,2026.2087272759597,2025.7308345768906,2007.8589670841563,2026.1241311079386,2026.103123520029,2029.0236494710925,1981.8961534723649
2079.173041253429,2085.9967465460086,2086.1368282959156,2090.174290525648,1995.9166422562575,1995.2213576452375,2003.5801506445846,1980.2132543794896,2009.430543502222,2026.002272040428,2024.0005792547433,2007.915413317756,2026.272365700451,2026.0975333951533,2028.5470994156474,1982.0750559521948
2078.9293054144027,2085.548157520508,2085.8660796766044,2090.201240351898,1995.9394994389766,1994.8152074956843,2004.3810104908612,1980.2464158477733,2009.6476747369638,2026.4444834083588,2024.1569041059433,2008.8236326394788,2026.4196005676736,2026.5716023047903,2028.9998735868903,1982.510116034256
2078.8669383058877,2085.0688577549645,2085.678302880224,2089.869221910826,1995.564014258635,1994.7985298590452,2004.9512760217765,1980.7861090179513,2009.8837950855423,2028.0543133602537,2024.3621528850895,2008.5261909428075,2026.7815084853132,2026.105016467562,2029.056304467022,1983.0066284247087
2078.8973446107098,2084.883348808275,2084.881955912296,2089.3808494807763,1994.017081828549,1994.341447882187,2006.7308107797242,1982.1768356460202,2010.7234187358963,2027.8871987207594,2023.8270870021133,2009.3437539244474,2027.005724099894,2025.8111503600192,2028.6823283895974,1982.99561309941
2078.8904279904527,2084.238493863347,2084.143723951942,2089.916409359094,1992.659012072183,1993.118756090682,2008.5452534685421,1983.6232447049288,2011.753382155586,2028.9409063753062,2024.3785541817529,2009.554325549135,2026.787331175315,2025.797067518387,2028.680802001255,1983.6871322932927
2079.071560497994,2084.4090180999347,2083.800378665548,2089.5511313370625,1991.779986881783,1991.6559881933754,2009.082416762809,1985.1610586822908,2013.019219958161,2029.6936105396453,2025.8962648317192,2009.8392089603892,2027.3944770314642,2025.826195423366,2029.1994392763706,1984.5583246633896
2078.9783884617837,2083.9674787400377,2083.407006788407,2089.238482992452,1990.2144414276609,1990.1002571586578,2010.8621552467052,1988.1532501692966,2013.919921607272,2031.0083844943438,2026.6782101290878,2010.9981329704465,2027.5044664521993,2025.138786813913,2029.1256587777461,1985.1230836791574
2078.7064694840383,2083.681101677757,2082.8008161409084,2089.2504225650137,1989.566584225501,1989.2650047837192,2012.6315087851601,1990.1901777791063,2015.4263178407148,2030.9507476501553,2027.2406546005911,2012.0573132100976,2027.45894956938,2025.1146786127492,2029.0394520003874,1986.6607827413154
2078.64004400661,2083.724471571384,2082.165523529796,2089.224296019948,1987.902641337941,1987.0753804430353,2014.3629660752517,1991.8406490083457,2016.9050420935873,2031.7905399320368,2028.8697168657363,2012.8590387264485,2027.863314180528,2025.1666104989472,2029.1749564557879,1988.1466169954476
2078.9868286897795,2083.5299403341787,2081.833518799641,2088.987833635054,1986.7771767349082,1984.3661732860733,2016.7283545071616,1994.8091523424987,2018.9745533569721,2033.6634874574975,2029.7065633828238,2013.3835574181421,2027.1300763353381,2024.5324811500964,2028.893260224679,1990.3164905069966
2078.7923853328316,2083.193937322575,2081.0118997671807,2088.8401455820667,1986.490971917644,1981.4385990719309,2019.0392493623451,1996.8993130011797,2020.6366577518615,2034.8490803174404,2030.104647501771,2014.4030390351923,2027.9063218929732,2025.1041479239675,2028.7736144267517,1992.5223083937321
2078.509725972491,2082.9633893721016,2080.460625952501,2088.0844035515884,1985.1239043316032,1978.807805821495,2022.035827108381,2000.649984029697,2023.0253758418921,2036.772658151111,2030.8923909088098,2015.5034392421655,2028.1578546481464,2024.158319836452,2028.5002842365882,1994.955925326436
2078.383956803645,2082.304074819923,2079.6797714535414,2087.6837845422797,1984.4703532641151,1975.0729852155628,2025.5734287442087,2005.8369126006946,2025.6749098318924,2038.1900769912118,2032.3475569554057,2016.672429802521,2027.9232520390883,2023.854402762863,2028.1303329654688,1996.7487410523445
2077.9874706749188,2081.83057471737,2079.2396892745996,2087.4983654940615,1984.0650090530528,1971.752772353354,2029.8834508219265,2009.974336188296,2028.7621996687435,2039.2684028750118,2033.7161188776286,2018.131630096524,2028.0898298763937,2023.8378171338595,2027.859798422488,1999.3823934524307
2077.321294669796,2081.4634959479054,2078.7872057810932,2086.5760631625603,1983.0370376662277,1969.6189202962514,2033.2465866829011,2016.549020192013,2032.1244950907662,2040.4555621443724,2032.9507979314862,2018.8030598415817,2027.8382723663258,2023.7047892089936,2027.6375247076248,2002.227621566344
2076.7883132299476,2080.7886939429327,2078.6069333793203,2085.9229636678433,1982.131850094595,1967.0580523619117,2038.0010824896822,2019.8163228029962,2035.2717356597973,2041.8533784943847,2034.342875039487,2020.1599268417735,2027.9675851834322,2023.2940593881763,2027.2371969819274,2005.4256192518974
2076.864007360355,2080.749005658182,2077.8583047698185,2084.708989157104,1981.5243911194002,1964.9059613625213,2041.3952516372583,2024.2004087945575,2038.2770379228969,2043.2130952603811,2034.7192047830358,2021.892484217081,2028.3526254084595,2023.2972318934576,2026.9539030161013,2008.1418145411772
2076.695307481197,2080.0344048000006,2077.748729061298,2084.1313478104776,1981.2820866588754,1963.9393044502526,2045.4375228441252,2028.544207890945,2040.6804323923755,2045.1017042750227,2037.015254708832,2022.9177174666897,2029.1467106401262,2022.2867430498407,2026.3244864478572,2011.3309687056158
2076.736423725315,2079.76380386204,2077.186806925486,2083.0259249063847,1981.1427273233157,1963.134692641052,2049.546891086651,2030.3897962514566,2043.39089969886,2046.636619233413,2038.526621361632,2023.4016385455234,2029.60857899861,2021.7395874142398,2026.4304879012639,2014.2651654405945
2076.6813011316553,2079.3539118550143,2076.3123859965744,2082.956280123954,1980.7495606307702,1963.308328810338,2052.1407637363873,2034.3892295525468,2045.9891739316372,2048.542075794087,2040.189736124781,2024.9927422522992,2029.7537911968664,2021.6218310379004,2026.282783435412,2017.7535851408484
2076.3017149110674,2078.903606777597,2075.6910353191333,2082.217854857516,1981.6323537925887,1964.054373185785,2054.6508098543422,2037.9168520320877,2047.969744919496,2050.1125315992167,2042.5434676756327,2025.467461856787,2030.5784966037477,2021.6225341307877,2025.9287969274208,2020.074314783681
2076.2986603996624,2078.0870565585456,2074.6030135271735,2081.282810636651,1982.1200950485454,1965.6675297774023,2057.092076696572,2041.8237792964524,2050.5900426926337,2051.458365222107,2043.9242091806345,2026.692199800119,2030.7137248459626,2022.1400202170423,2026.0678285036122,2022.6045165180344
2076.137732375596,2077.69145852386,2073.4025986980723,2080.725521396982,1982.716261787435,1968.2150330778563,2058.5832965341756,2045.1175186429873,2052.352451130905,2053.724321282837,2045.1129333960662,2027.5568626654576,2032.004244418451,2021.7715677966012,2025.5317358622328,2024.74156009043
2075.945568547131,2076.7420153563617,2071.7824977649298,2079.6928088546024,1983.6760650075762,1971.620474821863,2060.2703166768542,2047.7953972351793,2053.9578481850212,2054.7778126205067,2046.5738005990574,2028.8331445581853,2032.1418459489814,2021.695780363762,2025.1551592441715,2026.3376072697192
2076.065471284007,2076.573427252203,2070.9195481346333,2078.2809659919467,1984.5161607671944,1974.4744046655014,2061.671507951373,2048.7519161173623,2055.9411344026,2056.190370212622,2048.052330902037,2030.2971881741632,2032.5486596248736,2022.4302491477495,2024.745287716217,2027.9299009603747
2075.5326309459174,2075.5894157720877,2069.893116715275,2077.0539646825114,1985.1277125574893,1978.2802175248885,2062.4614635574594,2052.142624317876,2057.146492871984,2057.1941628544396,2049.704826576027,2031.7117279403997,2033.236546293053,2022.1843534842014,2024.2000846554115,2030.1655929950084
2075.4241099648457,2074.520557804869,2069.2331651934874,2075.69209406599,1987.2162691739943,1982.7328421343987,2063.044003739678,2052.9359266439724,2058.576311656995,2058.0104216684026,2050.807187712557,2033.1707660677075,2033.644062595486,2022.8389195759346,2023.871456712819,2031.4020540933634
2074.7173215359708,2073.7164043030293,2068.0690686552075,2074.4810984856626,1990.033949014473,1987.8684881669926,2063.429750240366,2055.242937932814,2060.002185824128,2058.725529654299,2051.984492824867,2034.7703567985943,2034.9678745787674,2023.5348147856034,2023.8733062078493,2032.5338645325382
2072.972887542457,2071.6400363158054,2066.0794663300376,2071.7593443107935,1993.5545057043669,1993.3211333380996,2063.669155451173,2055.935231650088,2061.311972972383,2059.2526483392808,2052.5133528046376,2036.3832277570455,2035.7949546692175,2025.0135017183097,2024.070029660554,2033.6527813872835
2069.277734478589,2067.993629249826,2062.4409212934424,2068.8522855220444,1998.6489267182283,1999.4317944468721,2063.382056068451,2057.4150921563246,2061.735664763135,2059.6682840201556,2052.5634330838507,2037.4987134117184,2038.003787134665,2028.087535275359,2025.8827583536727,2034.0337969454517
2063.4398100907956,2061.676752817739,2056.069240099002,2063.9428500305894,2005.2971773798663,2005.1590017334088,2063.6996408019013,2057.331902579046,2061.3581959866033,2059.8915275862623,2052.7084277503072,2039.0858133798038,2040.6955098888416,2033.9004948155182,2029.4070050961018,2034.7639002622645
2055.173474404303,2053.1101737448403,2047.4371811695191,2056.6922321931715,2013.7747275835877,2011.6254243644262,2063.7222392986496,2058.9935175092287,2059.85680520736,2059.7874466268395,2053.4378889293957,2040.77713076197,2044.4400062622371,2065.5663144607984,2035.2505728743547,2035.747445603733
1998.5117198398773,1998.8666868238474,1995.0987737995792,2017.1105810237757,2024.8578232824348,2017.811322426388,2063.130202130724,2058.2581195730068,2058.4904909799525,2059.2713569908055,2051.48692126848,2048.021952765455,2063.6272373831334,2069.7648472478413,2076.706633637111,2036.4914311586845
1990.760292694079,1990.9159630188124,1986.9533056108269,2000.062980320436,2070.689921662446,2025.3697905428412,2061.9771991401085,2058.110710169147,2055.7344036468885,2058.9712184582772,2052.7937102563474,2050.6917927790746,2066.116342162963,2072.865723447232,2083.162286753937,2037.32341989125
1985.2413488397015,1985.625401995907,1981.649769697132,1993.4963337050208,2077.868174819291,2032.4922964473953,2060.3844520946814,2056.2126904092224,2052.4084960282817,2051.571415090887,2053.464815369035,2051.716002485045,2067.632533529154,2074.1382902836613,2087.00005659661,2038.518396361851
1982.5963634313202,1982.8567369895381,1979.1744391331272,1989.774137254602,2082.2310068346055,2040.551784959481,2059.286822186057,2047.8911734369058,2040.5569832244832,2052.630798120802,2054.894329871045,2052.287465126206,2067.6871417147177,2074.8584792415654,2088.7428046264613,2040.3334545156772
1981.7880596708524,1982.203815080717,1978.3127869206478,1988.056277902448,2085.2100387610963,2049.4079498725073,2050.4214842951365,2050.1589822545975,2040.7126941159627,2054.4012445123726,2056.14278370565,2051.48955430513,2067.361656697849,2074.3919226068197,2089.5301702474035,2042.8138086570234
1981.714646865712,1981.6325597888324,1979.2995977640192,1988.208465061637,2085.4918004421074,2066.579798370629,2052.729909857318,2055.1298723123055,2041.8088288327167,2056.068918106465,2057.356622123986,2051.06733443316,2065.8511861189045,2074.498673408674,2089.535556324802,2054.3658078849307
1982.123082551486,1982.4188833161147,1979.5257823771,1987.6358084641047,2086.304746836234,2069.692108735422,2056.1318126074802,2058.7075278303273,2043.5013245384407,2057.890570031337,2058.3653188653616,2051.0626587963116,2065.3890975028808,2073.8213479218184,2089.7631494223883,2058.6002792619865
1982.26642357818,1983.0442555077307,1980.2176522027958,1988.2024877819977,2087.013188061398,2072.411359514401,2060.060593545355,2061.353749817219,2045.2722587808503,2058.9907440889724,2059.050382917517,2050.459054523837,2064.809929964801,2073.4720503131252,2089.7331739041647,2062.6170695240535
